smi,r,fr_0,ci_beta,resolve_score
CN1CC[C@H]2[C@@H](CCCN2c2ccnc(F)c2)C1,2.230236053466797,2.230236053466797,5.936503887176514,4.5016889572143555
CN1CC[C@H]2[C@@H](CCCN2c2ccc(F)cn2)C1,2.228116989135742,2.228116989135742,15.582762718200684,4.493504524230957
O=C1CCN(C(=O)C2=NN3CCCN=C3N2)CC1,2.2256762981414795,2.2256762981414795,6.5859808921813965,4.500420570373535
CN1CC[C@H]2[C@@H](CCCN2c2ncccc2F)C1,2.2243704795837402,2.2243704795837402,19.95779037475586,4.518477439880371
CN1CC[C@H]2[C@@H](CCCN2c2ccc(Cl)nc2)C1,2.2216153144836426,2.2216153144836426,22.982568740844727,4.483659744262695
O=C(C1=NN2CCCN=C2N1)N1CCCCCC1,2.2168936729431152,2.2168936729431152,23.665058135986328,4.43021297454834
C[C@@]1(O)CCCN(c2cccc([N+](=O)[O-])c2)CC1,2.2145819664001465,2.2145819664001465,17.18435287475586,4.59326171875
C[C@]1(O)CCCN(c2cccc([N+](=O)[O-])c2)CC1,2.2140750885009766,2.2140750885009766,16.78464698791504,4.59326171875
N#Cc1cccc(Nc2cc(C=O)ccc2F)n1,2.2139501571655273,2.2139501571655273,23.673439025878906,4.541738033294678
C[C@@H]1C[C@@H](C)CN(c2cc([N+](=O)[O-])ccc2Cl)C1,2.2132651805877686,2.2132651805877686,25.45604705810547,4.4593825340271
CN1CC[C@H]2[C@@H](CCCN2c2cccc(Cl)c2)C1,2.212874412536621,2.212874412536621,47.37965393066406,4.399468421936035
Cc1cc(N2CCCCCCC2)ccc1C#N,2.2128031253814697,2.2128031253814697,29.86374855041504,4.497521877288818
O=C(C1=NN2CCCN=C2N1)c1cccc(Br)c1,2.2125966548919678,2.2125966548919678,43.467838287353516,4.424226760864258
O=C(CN1CCC[C](O)CC1)c1ccncc1Cl,2.2121477127075195,2.2121477127075195,18.735660552978516,4.510855197906494
O=[N+]([O-])c1cc(-c2ccc(F)c(F)c2)ccc1Cl,2.2113876342773438,2.2113876342773438,48.09573745727539,4.485165119171143
CS(=O)(=O)c1ccc(N2CCCCCCC2)cn1,2.211362838745117,2.211362838745117,52.87759017944336,4.587086200714111
N#Cc1ccc(N2CCc3ccccc32)cc1Cl,2.2113003730773926,2.2113003730773926,55.62195587158203,4.453774929046631
CS(=O)(=O)c1ccc(N2CCC[C@@H](O)CC2)cn1,2.210235118865967,2.210235118865967,63.930213928222656,4.489006042480469
O=[N+]([O-])c1ccc(Cl)c(-c2ccc(F)c(F)c2)c1,2.2098848819732666,2.2098846435546875,44.41884231567383,4.482863426208496
CS(=O)(=O)c1ccc(N2CCC[C@H](O)CC2)cn1,2.2096259593963623,2.2096259593963623,27.697540283203125,4.489006042480469
O=C(Nn1ccnn1)c1cc([N+](=O)[O-])ccc1Cl,2.207530975341797,2.207530975341797,48.76162338256836,4.49193811416626
C[C@]1(O)CCCN(c2ccc([N+](=O)[O-])cc2)CC1,2.207317352294922,2.207317352294922,8.436771392822266,4.618116855621338
CS(=O)(=O)c1ccc(C(=O)Nn2ccnn2)cn1,2.2070088386535645,2.2070088386535645,59.220699310302734,4.514512062072754
O=[N+]([O-])c1ccc(Cl)c(-c2cc(F)ccc2F)c1,2.2060227394104004,2.2060227394104004,36.299747467041016,4.474514961242676
Cc1cc(-c2cc(C=O)ccc2F)ccc1C#N,2.2055864334106445,2.2055864334106445,28.016841888427734,4.520443916320801
O[C@@H]1CCCN(c2cccc3cnccc23)CC1,2.2049944400787354,2.2049944400787354,20.244152069091797,4.574657917022705
N#Cc1ccc(N2CCC[C@@H](O)CC2)cc1Cl,2.2042152881622314,2.2042152881622314,62.10936737060547,4.53157901763916
N#Cc1ccc(N2CCC[C@H](O)CC2)cc1Cl,2.2041518688201904,2.2041518688201904,57.120094299316406,4.53157901763916
O=C(C1=NN2CCCN=C2N1)c1ccnc(F)c1,2.203937530517578,2.203937530517578,19.99504280090332,4.419344902038574
O[C@H]1CCCN(c2cccc3cnccc23)CC1,2.2037768363952637,2.2037768363952637,33.81955337524414,4.574657917022705
O=C(C1=NN2CCCN=C2N1)c1ccccc1O,2.203728675842285,2.203728675842285,47.7197151184082,4.445451736450195
C[C@]1(O)CCCN(c2cc(C=O)ccc2F)CC1,2.2027182579040527,2.2027182579040527,30.384096145629883,4.381829261779785
Cc1cccnc1C(=O)CC(=O)Nn1ccnn1,2.202615737915039,2.202615737915039,22.884693145751953,4.501709938049316
O=C(C1=NN2CCCN=C2N1)c1ncccc1F,2.2020785808563232,2.2020785808563232,21.653573989868164,4.42307186126709
O=C1CN(C(=O)C2=NN3CCCN=C3N2)CCN1,2.2014553546905518,2.2014553546905518,27.808420181274414,4.422290325164795
Cc1cccnc1N1CC[C@@H]2COC(=O)N[C@H]2C1,2.200982093811035,2.200982093811035,14.631903648376465,4.486276626586914
Cc1ccc2oc(N3CCCCCCC3)cc2c1,2.2008419036865234,2.2008419036865234,35.77983856201172,4.417733192443848
CC(=O)CCCCCCCCCC(=O)CC(C)=O,2.2008299827575684,2.2008299827575684,34.7666015625,4.568836212158203
Cc1cc(-n2cnc(C#N)cc2=O)ccc1C#N,2.2007393836975098,2.2007393836975098,36.267425537109375,4.414520263671875
